vax05_pos_metabo_feature	mz	rtime	mz.min	mz.max	ave_CV
row58_97.9918_488	97.9917625070459	488.977083198733	97.9916723415808	97.9920009510436	0.274932255141
row59_98.0141_20	98.0140603510546	20.4296650083023	98.0137942659163	98.0157750845325	0.329276582338
row60_98.0969_501	98.0969208885139	501.92493306983	98.0965398142004	98.0971873436563	0.760705955291
row61_98.5125_252	98.5125000940343	252.099959337112	98.5123152888839	98.5131248995319	1.22907729287
row62_98.9192_108	98.9192216834985	108.059340825334	98.9189290829604	98.921724234049	0.258528134917
row63_98.9558_299	98.95578028201	299.346787038985	98.9555547357999	98.9561039011744	0.672079324103
row64_98.9615_310	98.9614828386752	310.572356573737	98.9611982173349	98.9623397680717	0.399231963544
row65_98.9846_137	98.9845905673133	137.070073180534	98.9843945309454	98.9854550563161	0.245566595918
row66_98.9846_554	98.9845606567302	554.786650596845	98.9844464829289	98.9852451074136	0.266480942813
row67_99.0445_333	99.0444743017516	333.994017635131	99.0425031315555	99.0453178146939	0.985264441872
row68_99.0809_12	99.0808815730028	12.4514609224163	99.0808078282314	99.0810881256534	0.149721719269
row69_99.5128_320	99.5127636048912	320.07183668471	99.5125526024873	99.5136716602379	0.204863914702
row70_100.0761_196	100.076141252154	196.12019438619	100.075915690254	100.07793260011	0.317727744557
row71_100.5105_318	100.51045385535	318.540755256032	100.510174640453	100.512109006686	0.422864281255
row72_100.9569_318	100.956859454719	318.621005988165	100.955160297591	100.958221991486	0.665044300516
row73_101.0714_580	101.071398379956	580.070622003589	101.071131414113	101.07170716281	0.261939077217
row74_101.0796_196	101.079598152616	196.829077757273	101.078903906515	101.082292337002	0.464229547929
row75_102.0273_481	102.027347337747	481.356996969087	102.026423838204	102.030588314583	0.638833222314
row76_102.0343_468	102.034277709769	468.998888879103	102.034211293595	102.034546063161	0.412376301232
row77_102.0457_472	102.045681494701	472.402348783894	102.040906824171	102.048922426385	0.489708788066
row78_102.0666_108	102.066620960746	108.596737198342	102.066428234509	102.067997576606	0.168285483656
row79_102.0667_506	102.066675940455	506.041050017137	102.066518647566	102.067251017551	0.131248896439
row80_102.1282_234	102.128163701001	234.20908978683	102.12784589843	102.129347251777	1.14667085723
row81_102.5336_470	102.533646018497	470.734069833035	102.532623398077	102.536117914662	0.380842926246
row82_103.0324_476	103.03235332579	476.798183489671	103.031860364578	103.034517025981	0.448769487835
row83_103.0381_452	103.038125105255	452.36189541818	103.036729792486	103.039730560793	0.490920955086
row84_103.0508_141	103.050804081619	141.368794145023	103.050335935997	103.052547121211	0.227739240158
row85_103.056_106	103.055977352971	106.43298478226	103.054402807541	103.05915324932	0.197070654175
row86_103.07_95	103.069984642884	95.0202986229965	103.069654238901	103.07135329367	0.331902773312
row87_103.0757_178	103.075749461273	178.69987530443	103.075384288342	103.077405767663	0.887757684529
row88_103.0951_277	103.09509521938	277.171050953026	103.094871002061	103.095531270738	0.815874905538
row89_103.5495_121	103.549526560345	121.885600542535	103.547443494819	103.551465397415	0.542345587857
row90_103.5484_501	103.548446610125	501.195357837901	103.548239982584	103.548513900209	0.171108108345
row91_103.9556_21	103.955632875056	21.2852586865973	103.955250870188	103.957493294562	0.250423179038
row92_103.9556_524	103.955606497396	524.735834646802	103.955440013583	103.956217136494	0.133663088117
row93_104.0307_142	104.030691718779	142.569025812645	104.030461640302	104.032542093795	0.324215100194
row94_104.0307_464	104.030670188258	464.039516895253	104.030559063228	104.030911975666	0.25476419131
row95_104.0492_121	104.049204171586	121.571621731944	104.048660542891	104.050473357136	0.219215455088
row96_104.0711_92	104.071102951644	92.5685973398764	104.070790436063	104.072571007876	0.118599026827
row97_104.1074_75	104.10740916472	75.2852928790447	104.107226675087	104.108851882549	0.176685931511
row98_104.1074_591	104.107391834087	591.156683487909	104.107119109798	104.107601762902	0.307201931128
row99_104.5472_121	104.547173970785	121.839690764807	104.546195281578	104.548970496014	0.193984588964
row100_105.0139_66	105.013852857884	66.6153267237853	105.010603010571	105.01546337132	0.283565351935
row101_105.0339_573	105.033857663658	573.600947833808	105.033360861841	105.034892363984	0.337325412916
row102_105.0427_66	105.042699872676	66.505281258359	105.042438199608	105.044179622514	0.0729489154162
row103_105.0542_73	105.054242147137	73.3751320471224	105.049910917751	105.060921211579	0.352417728476
row104_105.0713_86	105.071335342647	86.8177671534107	105.07009518958	105.072666346268	0.115648316472
row105_105.1107_70	105.110743022536	70.5738595448575	105.110428783375	105.112297461908	0.159578606506
row106_105.1108_592	105.110762674077	592.241154112749	105.110605426948	105.11102948522	0.373794210061
row107_105.9538_24	105.953843313906	24.1254742023335	105.953368793086	105.954263952294	0.236583500416
row108_105.9539_523	105.953876745671	523.805865253228	105.953502837304	105.954847462943	0.179652757162
row109_106.0398_66	106.039767364736	66.62380754406	106.039508678278	106.041307915716	0.0745262769948
row110_106.0398_564	106.039790550831	564.622064755994	106.039529446346	106.040061203558	0.19885381796
row111_106.046_66	106.046022379223	66.4941212295033	106.045806632556	106.047533141985	0.0753914061581
row112_106.0502_120	106.050244321372	120.486694788101	106.049886605672	106.053760321497	0.0901441795204
row113_106.0516_502	106.051558408014	502.185614941254	106.050171503752	106.053037496054	0.395145097705
row114_106.0655_483	106.065539123711	483.27599153956	106.065151807391	106.066415289771	0.78379429556
row115_106.0947_108	106.094720540258	108.760543013086	106.094392220816	106.097316327087	0.315906666935
row116_106.951_73	106.950976028928	73.9742118687592	106.950733656514	106.952349253902	0.108860147932
row117_106.9993_68	106.999342418571	68.6529687333948	106.999197210622	106.999575739619	0.37219093218
row118_107.0429_67	107.042911398471	67.6382289698316	107.042697990031	107.04315082682	0.737078480472
row119_107.0495_511	107.049538302173	511.868540548444	107.04929952102	107.049904930786	0.453590758408
row120_107.0608_541	107.060774627508	541.949050773352	107.060486197209	107.061051318014	0.571002871851
row121_107.0707_285	107.070691796807	285.495782955143	107.07037146295	107.071513336156	0.844029471771
row122_107.0859_12	107.085931222124	12.1082155227698	107.085709931419	107.086057189702	0.193717604575
row123_108.0232_462	108.023237040177	462.454357098458	108.022995635889	108.026501786208	0.398345057649
row124_108.0812_491	108.081204328914	491.999392627832	108.081013204084	108.081874215383	0.782775964789
row125_109.0228_467	109.022816363318	467.360894446838	109.022591558683	109.023197647994	0.379373569066
row126_109.0764_501	109.076425667862	501.951209088469	109.076098969843	109.076932926315	0.959701405484
row127_109.522_67	109.522027617362	67.4803269131343	109.521755120638	109.524540372043	0.154167993355
row128_110.0081_463	110.00808979801	463.191914181962	110.003113906559	110.01338308261	0.567342512737
row129_110.0204_148	110.020354817787	148.943628186676	110.020132462147	110.022180607187	0.354429210534
row130_110.0717_136	110.071673870309	136.150803249225	110.07135968129	110.073609392903	0.0987147414583
row131_110.5221_119	110.522070177021	119.812482288969	110.521835871259	110.52392808214	0.276973644458
row132_110.5221_466	110.522117884421	466.028170549017	110.521880749789	110.524977488567	0.341533851734
row133_111.0395_455	111.039490108753	455.043715194527	111.03920669578	111.039792042436	0.969128991551
row134_111.0444_210	111.044420093911	210.04538544439	111.044066467079	111.045832533846	0.575954461754
row135_111.0556_283	111.055581619254	283.806630563039	111.051150620121	111.056552808675	0.906800635538
row136_111.0749_127	111.074920661092	127.700866973856	111.070888066403	111.075375741258	0.162857450152
row137_111.1172_581	111.117161546446	581.672541471173	111.116887129797	111.118259214709	0.526286214452
row138_111.5194_251	111.519440321802	251.90157598138	111.519174006321	111.520192472944	0.984965806211
row139_111.5371_151	111.537125177599	151.154726913689	111.536850288523	111.537245917147	0.23050300932
row140_111.5371_464	111.537098022373	464.374536194173	111.536855025994	111.537504938351	0.176702575369
row141_111.5412_452	111.541150000151	452.02261542253	111.541012750579	111.541916004399	0.383628874107
row142_111.5584_122	111.5584245254	122.305809872553	111.558172973028	111.560277917902	0.159832170049
row143_111.5584_496	111.558428773176	496.118489006725	111.558209391348	111.558494581549	0.489241094444
row144_111.9686_314	111.968618130892	314.169524950649	111.968298335238	111.969402240574	0.576358819228
row145_111.9849_330	111.984946766757	330.795288779437	111.984587307715	111.987064831529	0.11545563061
row146_112.0388_180	112.03879676848	180.725425345655	112.035418499964	112.043101168423	0.537698344235
row147_112.0477_168	112.047746378725	168.996482551037	112.047511464369	112.048402675395	0.795035171733
row148_112.076_190	112.07601618454	190.565879897984	112.075642638899	112.076823694951	0.857135088312
row149_112.0872_84	112.087231887889	84.2532203792159	112.086835549719	112.089178720168	0.109509856219
row150_112.0872_579	112.087234654597	579.600353418039	112.086933389481	112.090218844904	0.0500590186393
row151_112.1124_21	112.112432065144	21.2901564469627	112.11214169318	112.11262451401	0.417145340464
row152_112.896_100	112.896045689999	100.796239429427	112.895704142846	112.897713515464	0.3690068016
row153_112.9558_320	112.955764561143	320.835936905515	112.955187308554	112.957479082918	0.600793924263
row154_112.9669_22	112.966941937218	22.2630131513071	112.966601323244	112.967737519506	0.248747161407
row155_112.9671_313	112.967086922204	313.566494465645	112.966825708952	112.967505074027	0.510568718507
row156_112.9786_137	112.978573237463	137.036264487689	112.978005340803	112.979514255171	0.542333108734
row157_113.0236_321	113.023584696979	321.615375175189	113.0204875125	113.023953266627	0.57764076792
row158_113.0359_478	113.03590107956	478.57765914704	113.034650230318	113.036919699472	0.585283066934
row159_113.06_19	113.060040524788	19.385921102304	113.059895838301	113.060141816352	0.108824805078
row160_113.0601_486	113.060078779938	486.120696278268	113.059727574649	113.060881245459	0.474602654427
row161_113.0713_152	113.07132791473	152.988613913974	113.070641626511	113.071731492381	0.929548314322
row162_113.0965_306	113.096450355213	306.810574484465	113.096187560525	113.096723402702	0.982319273671
row163_113.1159_534	113.115853089755	534.376389615206	113.11566621632	113.115987473216	0.496369628482
row164_113.9639_378	113.963911614333	378.537535183959	113.963624068333	113.964744353344	0.81013166705
row165_114.0174_572	114.017396060218	572.443105677664	114.016748628149	114.020241453443	0.487320885382
row166_114.0665_82	114.066511916346	82.5323372767149	114.065531520153	114.068076348143	0.0794047770723
row167_114.0737_398	114.073683297256	398.260318619288	114.073545253638	114.078391547663	0.166372926394
row168_114.0917_166	114.091652136252	166.165946175556	114.09142125092	114.094216220487	0.225888535252
row169_114.1281_490	114.128121708441	490.645192057721	114.127845226968	114.13634066913	0.997912954877
row170_114.5587_122	114.558718645803	122.835968948276	114.558344497056	114.559612481927	0.1745359509
row171_114.5587_512	114.558694288889	512.222269452356	114.558497803683	114.558833249312	0.0728791773603
row172_114.9617_322	114.961655730155	322.107311994616	114.961448984801	114.962710908357	0.281985846429
row173_115.0161_556	115.016078194074	556.490025123422	115.015473872572	115.018820936369	0.291560266658
row174_115.0391_316	115.039086092109	316.214312843493	115.034353921328	115.039666469105	0.502021627523
row175_115.0505_481	115.050543907119	481.305052028339	115.050253761714	115.050870064606	0.632824153499
row176_115.0602_109	115.060234405221	109.611041053276	115.058615267427	115.064217114873	0.185855763511
row177_115.0592_507	115.059248784279	507.154268223631	115.058724723916	115.060756954603	0.149092524828
row178_115.0698_69	115.069823542972	69.0336897063797	115.069517161641	115.071509117089	0.0977321769961
row179_115.0869_117	115.086897875291	117.370279569158	115.086436593211	115.088845375785	0.18663937444
row180_115.095_172	115.09500013556	172.823701675944	115.094669209401	115.096408403825	0.196438131886
row181_115.1121_14	115.112087799821	14.9763948095466	115.111992113791	115.112268492741	0.266933148489
row182_115.112_492	115.11204262397	492.703439921816	115.111739523714	115.112883041527	0.896824467272
row183_115.1233_495	115.12327657279	495.495209399851	115.123048290173	115.124306041781	0.717922832954
row184_115.5575_122	115.557482854209	122.151782126578	115.555765429839	115.558398231455	0.181565255672
row185_115.5575_516	115.557480256512	516.747858464909	115.557187111209	115.557586559825	0.138184730489
row186_116.059_121	116.05897228658	121.517610777243	116.055673720961	116.06308756308	0.258501408896
row187_116.0709_96	116.070874897636	96.8933354795539	116.070658083452	116.072282674249	0.0702302061977
row188_116.1073_83	116.107324597953	83.8400158730389	116.106996971688	116.108225497413	0.253337495488
row189_117.056_348	117.055958745585	348.028155978003	117.054666830378	117.056627801099	0.584983132059
row190_117.067_139	117.0669560308	139.588660972139	117.064259712278	117.070843320665	0.245869542487
row191_117.0742_93	117.074209882592	93.0738144000629	117.074020174894	117.075962863093	0.0723334912742
row192_117.0913_282	117.091314897184	282.873458846366	117.090936607944	117.092892220027	0.772302786962
row193_117.1025_250	117.102524195737	250.730955989213	117.102190293836	117.103549714217	0.617954486457
row194_117.1106_425	117.110630502272	425.98673100951	117.110485195534	117.111124489752	0.434924331079
row195_118.0866_95	118.08656863796	95.8846718791372	118.086216289076	118.087777971195	0.0619504773534
row196_118.1229_457	118.122911737659	457.584189912779	118.122717747771	118.12369658492	0.614591272374
row197_118.5479_134	118.547926047081	134.209873936373	118.546665199621	118.548854271683	0.507693053912
row198_119.014_429	119.013968164715	429.504186582451	119.013635595817	119.01464307558	0.962094980384
row199_119.0255_440	119.025548371423	440.895716498338	119.024474171846	119.026039990425	0.298723109633
row200_119.0494_80	119.049387008515	80.519648355328	119.048935322526	119.050914717148	0.132629320376
row201_119.0624_86	119.062382186798	86.0369072895608	119.060497437007	119.064195409146	0.173871276046
row202_119.0624_499	119.062434988532	499.869113595349	119.062336736873	119.062662601517	0.304459014484
row203_119.0899_90	119.089854194211	90.297421173273	119.089649693488	119.091873961228	0.0577297958884
row204_119.1263_240	119.126291731289	240.991810913551	119.125984196639	119.127832554095	0.857098704082
row205_119.5232_77	119.523211976824	77.8847216423788	119.522764187764	119.525381275215	0.306026639705
row206_119.5232_508	119.523222297114	508.229391235536	119.522905979165	119.523602076245	0.219892014167
row207_119.5471_452	119.5470840591	452.818313225134	119.54679527648	119.547963931658	0.4931284713
row208_119.5558_469	119.555813244957	469.581214322963	119.555429579447	119.556166579705	0.637524183514
row209_120.0447_386	120.044696209737	386.690845982259	120.044342110881	120.045203703979	0.917143940083
row210_120.0559_249	120.055869482701	249.336405629373	120.055673173334	120.056701100519	0.672424631958
row211_120.0658_96	120.065776876819	96.775552163936	120.065472769257	120.067502995167	0.0880564812373
row212_120.081_86	120.08104259516	86.2437534667767	120.08069043509	120.083150693117	0.0786755451495
row213_120.0907_90	120.090723328737	90.110999804255	120.089104399781	120.093141166226	0.275007585559
row214_120.5421_134	120.54211668737	134.349704256596	120.5409664805	120.5447978494	0.422118873368
row215_121.0236_15	121.023603696783	15.3889541722298	121.023251648833	121.023869426056	0.189057021149
row216_121.04_457	121.039956853348	457.839939825912	121.039714107362	121.040043401803	0.501771355931
row217_121.0593_260	121.059250150865	260.115224764464	121.058854271776	121.061676539418	0.912320108498
row218_121.0845_86	121.084454776587	86.7054790262812	121.084052518255	121.086424302767	0.115254781501
row219_121.1014_12	121.101432682359	12.9513197308473	121.101119428226	121.101995885182	0.396842454487
row220_121.9746_102	121.974588866418	102.27853286689	121.974345893412	121.976666187374	0.334307273038
row221_122.5474_471	122.547360959236	471.74255296548	122.54706987737	122.547562602019	0.632580402356
row222_122.9779_88	122.977947197737	88.0852045293307	122.977562424342	122.978547825398	0.615490165914
row223_123.0405_126	123.040529567495	126.455633084668	123.040233121923	123.042297175327	0.318358343622
row224_123.0406_476	123.040559697412	476.507432111252	123.04041385185	123.040832525679	0.152844237084
row225_123.049_477	123.049023046878	477.794375404143	123.048766759909	123.049767327666	0.650405591435
row226_123.0551_238	123.055131604471	238.952482363668	123.052927083965	123.056214189215	0.643454981264
row227_123.0792_82	123.079228582454	82.992932054478	123.078560268725	123.081407496376	0.495887837442
row228_123.0792_589	123.079171685754	589.009892640678	123.078800605014	123.08228455788	0.0559120755814
row229_123.0919_491	123.091894885423	491.675165912258	123.091528879174	123.092243396633	0.679456108879
row230_123.1171_13	123.117077248175	13.5972465413218	123.116728243026	123.117468383452	0.490908170254
row231_123.5453_136	123.545326671013	136.37944322743	123.545028891329	123.547712337991	0.367215797528
row232_123.5454_483	123.545439162753	483.925533716648	123.544921598889	123.547789519186	0.416016480557
row233_123.5507_485	123.55070278208	485.142493411487	123.549760918295	123.551083156563	0.432535768748
row234_123.9716_96	123.97161686337	96.8038284167519	123.971287941249	123.973411175752	0.346320294992
row235_124.041_162	124.040956262605	162.758629282868	124.039107951598	124.043965335233	0.443372895608
row236_124.0483_72	124.048293457897	72.0376597045305	124.04549863094	124.05078625843	0.143009490813
row237_124.0615_120	124.061495173959	120.814533188089	124.060499971663	124.064184181582	0.235541494014
row238_124.0759_239	124.075906869707	239.271686408061	124.075552925852	124.076586907067	0.814295839886
row239_124.0871_92	124.087116738488	92.9239463506121	124.086677751011	124.089347980013	0.243640170073
row240_124.5438_144	124.543760129312	144.417885924001	124.543508871463	124.545882929235	0.334659148983
row241_124.5438_468	124.54379766269	468.445975000721	124.54355389494	124.544567995863	0.528289798707
row242_124.8975_124	124.897535763491	124.739509378221	124.896354406352	124.898629202343	0.227360446811
row243_125.0381_123	125.038098232571	123.580538974636	125.036386259843	125.040317290842	0.226647367012
row244_125.0381_510	125.038139537785	510.98607833985	125.037839168552	125.038411668151	0.240400985081
row245_125.0452_486	125.045234885522	486.805177819739	125.042121023898	125.045789525721	0.472170581883
row246_125.0712_226	125.071173146057	226.958326433452	125.070855057827	125.073218035219	1.0472509973
row247_125.5739_122	125.573883079498	122.580764387104	125.572510808214	125.575849815725	0.15405735604
row248_125.9724_324	125.972425569759	324.52315928383	125.972092696027	125.972923437312	0.390349568581
row249_126.0221_149	126.022143310542	149.652326002256	126.02053175401	126.022846531095	0.740164281443
row250_126.0915_145	126.091514991403	145.964708082122	126.090604986086	126.092294839341	0.515771936754
row251_126.5367_377	126.536701419644	377.769050964932	126.536333698625	126.537600448379	0.418160870194
row252_126.5423_126	126.542334919769	126.356222351782	126.542001440704	126.543368567111	0.521615553959
row253_126.5424_488	126.542384230899	488.743676548096	126.541858840624	126.542790049524	0.44131010912
row254_126.8955_124	126.895495763316	124.916836946794	126.895163301858	126.895729802752	0.237115370355
row255_126.9555_320	126.955532013881	320.930086268478	126.955185428825	126.955671348861	0.229998967484
row256_127.0504_307	127.050368794507	307.753824006394	127.050054327072	127.050622925651	0.595109703707
row257_127.0869_11	127.086850099954	11.3315795924148	127.086542160691	127.08708034018	0.477240097238
row258_127.0868_492	127.086822913315	492.474787194149	127.086375583764	127.087266333733	0.766465631878
row259_127.1232_68	127.123199120096	68.870588049021	127.122880189466	127.124931229187	0.202411620738
row260_127.5444_453	127.544419767894	453.344330406173	127.543363140351	127.544786378805	0.437947542791
row261_127.967_318	127.967047570067	318.719394582577	127.965828946035	127.968896356998	0.459857945358
row262_128.0458_277	128.045848259107	277.299287808743	128.044836590364	128.046282347445	0.629294648589
row263_128.1071_174	128.107112918937	174.256600533767	128.106844837484	128.10872143425	0.206457040244
row264_128.1436_399	128.143573220561	399.918790785977	128.143110998129	128.144506197714	1.04873820032
row265_128.9468_366	128.946831745742	366.809859168883	128.943112334284	128.947341536135	0.789499995084
row266_128.9508_328	128.9508342077	328.58449976911	128.950699467483	128.952019952785	0.104864150139
row267_129.0661_88	129.066069879994	88.4734365911236	129.065693463836	129.068033953389	0.13597342891
row268_129.1024_163	129.102380657418	163.36366951328	129.101987263283	129.104379724094	0.444285739322
row269_129.1105_413	129.110547276556	413.990992050795	129.110173373818	129.111025478287	0.857685592281
row270_129.1276_431	129.127554425441	431.935479989859	129.12717425827	129.12863815425	1.00240226329
row271_129.5245_25	129.524539948757	25.5852831859381	129.523486674916	129.524849212848	0.268465486238
row272_129.5311_318	129.531065253383	318.713741221213	129.530710935166	129.531496385937	0.495758988961
row273_129.5358_47	129.535803466962	47.0650546924173	129.535543759338	129.536934160999	0.200386329059
row274_129.5358_493	129.535822323047	493.085704688569	129.535422277424	129.536160128263	0.289362665149
row275_129.9791_287	129.979136631187	287.987686864047	129.978660105292	129.979852163689	0.455010508194
row276_129.9876_57	129.987627954537	57.4628538002331	129.986304561456	129.989906225522	0.229317926
row277_129.9952_318	129.995243415407	318.352444734989	129.994835445717	129.995918516706	0.510004399372
row278_130.0337_164	130.033688358767	164.350433284974	130.031794246955	130.036732174706	0.256272653917
row279_130.05_128	130.050049087845	128.608020682296	130.049672007409	130.051429332818	0.103940996099
row280_130.0657_167	130.065728952444	167.41931581508	130.064813061592	130.069719087145	0.828723002658
row281_130.0864_111	130.086379987203	111.110076754939	130.086148072456	130.088118709339	0.12153694229
row282_130.1592_433	130.159207148836	433.87559829424	130.158825565804	130.160189868423	1.23091818518
row283_130.5219_448	130.521876729164	448.600926028752	130.521450020873	130.522290824653	0.593299566739
row284_130.5335_80	130.533462368846	80.8853018626175	130.533099323095	130.535638762873	0.200520226465
row285_130.5335_494	130.533530250869	494.326368558183	130.533178045505	130.534518056828	0.357669750537
row286_130.9664_333	130.966403504726	333.718497998956	130.966304458273	130.96672710128	0.198401804294
row287_131.0224_28	131.022386805677	28.2260264988489	131.0200498744	131.02398585779	0.600882092417
row288_131.0223_473	131.022313913066	473.647921599666	131.021476765457	131.024040958383	0.897483727589
row289_131.0352_52	131.035212939064	52.2023999812823	131.034843013176	131.037298257798	0.200142654531
row290_131.0351_482	131.035121586753	482.181640811961	131.033978034563	131.035762764013	0.129281201783
row291_131.055_426	131.054960747273	426.194203448714	131.054553608904	131.055963910295	0.653334994082
row292_131.0816_90	131.081606042559	90.7255172691221	131.081227980609	131.083401868017	0.100598613307
row293_131.0857_298	131.085676400078	298.360343143028	131.085293537332	131.086234410934	0.821962860876
row294_131.0898_129	131.089775763719	129.435637295129	131.089400703714	131.090197914389	0.360032080039
row295_131.1067_204	131.106683780679	204.241092410416	131.105745660988	131.108666822568	0.585032871038
row296_131.118_488	131.117981795542	488.821411423151	131.117041901765	131.118640962232	0.870799771726
row297_131.1625_53	131.162515785775	53.7743743747186	131.162311416987	131.162916637943	0.823373574152
row298_131.5526_155	131.552585089236	155.28394245404	131.552134066961	131.555015706939	0.386708743337
row299_131.9295_188	131.929542227929	188.209074217522	131.928313069728	131.930727017953	0.40530273633
row300_131.9744_23	131.974357557073	23.306633118663	131.974205170286	131.974792147736	0.996872757425
row301_131.9744_331	131.974376565893	331.177346475017	131.974005218085	131.974704523425	0.210172028865
row302_132.0033_67	132.003347936584	67.2750913199974	132.003055901431	132.005272616184	0.0746620120749
row303_132.0034_592	132.003377455744	592.272451399465	132.003122337304	132.003520117921	0.43248470588
row304_132.0546_535	132.054564469017	535.691786600592	132.048792045605	132.06283943069	0.620506188585
