mz	time	N1	N2	N3	N4	N5	N6	SI1	SI2	SI3	SI4	SI5	SI6
98.50580575	181.9903802	26.06219699	25.27586237	27.93422153	27.47095843	27.09326871	27.98855735	25.35985592	25.58405774	26.79121161	25.84458659	27.93530572	27.10763464
98.51228234	153.56116	37.61738638	38.79528262	36.94517256	36.82515659	36.84618236	37.73232119	36.33028041	37.00173857	36.08075937	35.49577614	36.96935679	36.47453178
98.51879306	189.5870034	25.90701292	26.47238624	27.04904106	25.96369724	25.58331208	27.18787997	25.51124466	26.11382701	26.20644667	26.3164151	26.71053261	27.00904997
98.53045321	161.2215564	28.01772273	29.78576026	27.2703596	27.14944653	28.08445879	29.03754497	27.6802144	28.19902636	27.44745939	26.92150842	28.08443517	27.76860233
98.7742373	205.0508472	24.39763928	25.60698628	24.17669806	23.56290085	23.85836334	24.65081293	23.88623891	23.48242624	22.71778015	23.54192693	24.95735023	19.48620064
98.91914535	74.42923753	27.55779831	28.4460494	27.37985262	27.36846924	27.23420717	27.70228802	26.97688305	27.58665453	27.26499334	26.6273975	27.41402577	27.29783377
98.9616617	168.7868964	27.15402336	27.86908762	26.63405832	26.61065131	26.92565527	27.06804074	26.54146489	26.69852036	26.25248436	25.65041611	26.84134292	26.59269987
98.98447457	163.4205135	30.32784306	31.35072626	30.62797317	28.896987	30.19295222	31.21270355	29.91212716	29.92578336	29.62007648	28.84069854	28.83960822	29.52281183
99.01088804	152.6015236	30.11067659	30.99284717	29.52348096	29.48657884	0	29.45348287	0	29.63160777	0	28.43089493	27.87789926	0
99.01398259	153.7059017	33.66479846	34.70950783	33.00818569	32.92174174	33.19405915	33.9497009	32.68266851	33.11125166	32.44577839	31.78237461	33.261528	32.86534691
99.02008077	167.1644464	22.14793858	24.39802319	21.53492673	22.45839569	25.4424481	23.95480921	24.62324161	21.64377642	23.67377965	21.41811866	23.8612248	23.86646252
99.04436452	266.4497289	26.58544958	27.91307139	26.09790518	26.31246087	26.00275644	26.54236763	25.90371347	26.467525	25.64490685	25.57362769	26.42836926	26.07944739
99.0620607	88.04135355	13.9902178	21.70004043	17.84700954	0	0	17.614585	13.39810477	20.5856105	15.48334252	0	0	21.76348046
99.06239857	276.682485	22.96357938	25.07175943	21.60150152	0	0	25.012865	19.98945597	24.36177807	20.49494045	0	20.84485753	21.59901254
99.08066743	217.9897639	33.70043951	34.58534431	32.29039024	32.7099281	32.50474018	33.13408559	30.87790498	33.14384546	30.59218293	31.77506504	32.27461507	30.82647872
99.51249686	172.5306579	33.10117024	34.05424035	32.57815884	32.49581987	32.31285076	33.04037313	32.13102721	32.56078716	31.88100561	31.26500497	32.52263655	32.04353066
99.53140963	195.5780425	29.35988999	30.18262877	28.8753491	28.65719322	29.06070563	29.29249157	28.71150781	28.69667286	28.14347744	27.81330568	28.96152621	28.64964614
99.94829656	206.6181239	24.51927074	24.06624475	23.73469091	24.3192873	24.83009622	24.89896055	22.61381926	23.79011287	23.68256656	23.13123053	24.3965575	24.203791
100.0113789	171.783326	26.04961226	26.68637709	25.44089247	25.43162384	25.47174299	26.00469226	24.58835251	25.64960862	24.95248945	23.89912884	25.67851247	24.76745753
100.0141725	168.7151447	27.97596594	28.76650773	27.38444815	27.40908349	27.5919143	27.91917417	27.45218123	27.51797683	26.98067743	26.52580974	27.66240061	27.39562849
100.033086	166.523853	25.10671906	25.85777222	24.65041828	24.43140186	25.24164314	25.05260668	24.29276079	24.745356	24.07066748	23.62527038	24.60013764	24.1951071
100.0395806	274.8359269	22.04508361	23.58160011	22.81103883	22.70537121	22.99651754	23.32580146	21.56131444	22.66242167	22.22813439	19.63180563	21.9839057	20.83443633
100.0759391	245.0393094	26.61243125	28.47843623	26.3396128	25.73986377	26.43181646	28.29268149	26.36885705	26.23358104	26.15475231	26.08690311	27.01515212	25.95980736
100.0840572	228.0636082	29.78771716	30.07870739	28.15588763	28.06747895	26.45275148	29.56431037	27.51502233	28.88167696	25.97109175	27.98647106	28.42079669	26.24690704
100.112337	154.1370516	32.36511648	33.09440257	31.6252879	31.61568336	32.21558948	32.18350608	31.72362467	31.21144687	31.44238927	30.68226818	31.68196158	31.61614517
100.5102581	173.4254904	31.25589833	32.09489539	30.70031533	30.69079414	30.6257902	31.17911054	30.42296642	30.7526164	30.14549936	29.56026064	30.72705741	30.44521217
100.9172287	74.18276971	21.5646548	0	22.40535292	21.2114495	22.89598777	21.30211245	21.03417004	23.1261945	22.49111467	21.77811734	21.43857252	21.37521381
100.9324973	202.3992184	26.23068787	26.66310821	25.87526715	25.06360296	25.81507117	26.40975088	25.32386603	25.47705966	24.75603171	24.85381867	26.05300407	25.39432327
100.9570955	199.6148245	25.21512746	26.47948618	24.16843105	24.81840546	25.42101048	25.7702264	24.26498035	24.60894386	24.79005892	23.56610937	25.79632117	25.16644411
101.0116505	174.3772586	26.75961703	27.66119599	26.38642776	26.37356317	26.55688133	26.81512242	26.23202538	26.36140215	25.95528269	25.34785047	26.58793066	26.237573
101.0600274	239.3883571	26.8097254	28.02982375	26.28802011	26.35164966	26.39743263	27.86524974	25.57142153	26.33137088	24.13261746	26.25913629	24.70419158	25.64838897
101.0712701	127.5787094	25.60533479	25.40518019	24.69092966	23.90614475	25.25346654	26.21952721	24.45011593	25.43873026	25.04830018	24.63266632	24.77179472	24.70026907
101.0793102	279.6913564	17.94301238	23.05652623	22.95392093	22.60589196	21.94248612	23.06248915	20.57686701	22.41647194	20.794117	19.85869335	20.60058192	21.9824341
101.0793515	48.25850465	17.75400648	19.7044695	21.085539	20.24010241	21.30388364	23.98257526	24.42123986	20.40585812	21.26345283	18.95692296	18.27226696	20.26627555
101.0850454	273.5782339	23.05010208	24.45133757	23.02149448	20.55338358	20.24799042	23.23735579	0	22.38353699	21.30594437	22.11898193	21.67741111	21.66255748
101.0875316	275.0170343	22.48686331	23.28465335	20.7970616	21.68273095	0	22.9177517	0	22.0068479	21.01900444	21.40793112	19.70956683	20.41857357
101.0963821	229.6084601	29.3618692	30.07032972	29.0385926	29.00055434	28.97468191	29.68732619	28.61205216	28.76474962	28.40958328	28.03813829	28.59014446	28.7075516
101.1076315	149.6775986	23.20341899	24.47575984	22.40370136	20.97654037	23.31105842	23.61122564	23.33484214	21.33527957	23.31255681	22.81002961	24.32221176	24.4496622
101.1157431	136.0433427	27.57981004	28.2197764	27.03935739	27.09027987	27.53627733	27.24914779	26.9727434	27.14882266	26.86575304	26.1156931	27.44832746	27.19736864
101.5090573	169.8193486	27.64378501	28.43982709	27.04605974	27.04118159	27.21156605	27.61053465	26.90576945	27.21565251	26.66663211	26.07280711	27.30239294	26.98636552
101.5119803	215.2884399	19.66167005	24.74209895	23.23833929	22.94025241	24.45657823	23.04224827	23.76790017	23.10069063	23.75593483	15.98249367	23.86464642	24.61436082
101.5278826	160.4690964	24.47804102	25.23779841	24.36573703	24.15739481	23.27399438	24.34124249	24.17786879	23.70348681	23.28688795	23.34899453	23.08262507	23.75266242
101.8486049	190.5378344	25.99703187	26.90684493	25.84061425	25.58323717	25.69119374	26.2317559	25.33853981	25.60713566	25.26426432	24.73700629	25.69387452	25.40136912
102.010333	254.8395133	22.61351531	22.66855147	21.80832099	21.25657584	21.85937009	20.91350966	23.26244656	22.24082792	21.44028223	0	15.84133603	21.83224267
102.0137369	243.9520477	21.50011036	21.35380304	18.18949857	16.19853345	20.2234005	19.11281637	21.50339653	20.6390369	21.68232155	0	15.70280826	21.26452856
102.0341545	162.6074947	31.96608384	32.97039091	31.56512216	31.38800836	31.16385791	32.16985764	30.78772683	31.47083848	30.53747526	30.20527919	31.15488044	30.82993631
102.0552606	142.7655586	25.88822403	27.20965974	25.66933018	25.76816813	25.86330938	26.44516983	25.80989851	26.05125776	25.40978509	25.22871014	24.86152	25.33960345
