mz	time	N1	N2	N3	N4	N5	N6	SI1	SI2	SI3	SI4	SI5	SI6
185.0239918	194.0143134	27.22666159	27.58353886	25.41629035	25.62783738	25.68982869	25.84215592	25.59171225	25.43037877	25.29044955	24.4272858	25.57287879	23.97590654
185.0792126	269.7017788	24.82480533	25.81575444	24.80140265	24.55259077	23.37780026	24.91206486	23.40939475	24.81777334	24.27493693	23.5998954	23.30671309	24.26938625
185.0983095	124.6826584	24.66187988	25.02963656	24.53437377	23.77773408	24.21558141	25.4454616	24.10910696	24.27353445	24.18789842	23.54106433	22.46309259	23.44086727
185.1155882	269.5741857	24.61082706	24.72022137	24.89507946	24.28781788	25.60902825	25.06095671	24.34271252	25.32503534	25.59491438	24.02700787	25.85473866	25.55408036
185.1290913	82.69921301	23.42117348	25.41175721	23.28346842	23.42718345	23.42446538	23.5577973	24.84541116	24.21211094	23.18573189	23.13435396	23.70109914	23.98491858
185.154209	267.3150152	25.61629594	26.36374757	25.02879717	24.68391272	25.1026318	25.5381496	24.86368514	25.36286486	24.37987683	24.10840225	25.09379594	24.81669569
185.9852992	51.90045399	18.88567871	21.77576343	0	21.04995144	0	0	19.46146495	21.15878712	21.88414493	19.50883155	22.35965557	19.00206299
185.9895242	155.1550712	26.89491338	27.68744651	26.49093421	26.44003833	26.3027757	27.00419611	25.75864213	26.32598058	25.49488026	25.37047755	26.29809823	26.14210897
186.113084	59.65880466	19.84423165	0	19.75813305	20.5754753	19.17316356	0	0	19.72462831	20.55231982	17.60095624	0	19.25716402
186.1188532	87.94863493	21.34626239	22.38395038	0	21.98819747	20.56836142	0	23.92371462	22.52530535	19.16631021	0	18.53972601	22.31560892
186.1494758	87.74431098	25.65414357	25.36863808	25.54765514	25.7089858	22.86169144	25.36167921	25.10319432	25.68751607	23.43562325	24.47559381	25.49315178	24.516962
186.185835	269.7938343	24.22986803	24.43957508	23.53170986	23.31320965	23.79476681	22.48212727	23.56546874	22.92622982	22.53119826	22.07568121	23.19195547	23.64134033
186.9126247	109.7297238	21.76101801	23.50277163	24.04455942	0	22.25242352	24.71227331	22.85901271	21.00546244	22.04955469	21.1869261	18.46027833	21.65656032
186.9568789	267.1913699	29.68235432	30.54254699	29.16997831	29.38094874	29.40507486	29.75379503	29.21522761	29.30749144	28.81333297	27.98567099	29.26176267	29.26402747
186.9816306	161.8816682	29.47776634	30.31224737	28.87033225	28.86052689	28.83952749	29.41718118	28.4460196	28.96731881	28.17257663	27.7550726	28.76475177	28.52275907
187.095533	74.69419748	23.57169124	25.26706491	21.91049702	22.33014635	22.68565822	23.24616798	22.79475588	23.83998013	23.09424569	21.74983563	23.86379028	23.52810195
187.0970715	270.8648213	24.36630226	25.27881995	23.94561032	23.64349887	24.06013776	24.82483996	23.63970468	24.22110305	23.51992041	23.26317087	24.19535837	23.9129337
187.1123058	30.42637536	19.57958752	0	15.79902834	17.68254095	20.31170882	0	20.38636617	17.84548365	17.3599606	16.12861613	17.58964656	0
187.1268878	220.9112742	28.55243974	26.99148177	27.34610751	27.36654795	27.1352642	27.93019079	27.34040914	28.41826937	26.04120485	26.71203249	27.0558121	27.15714648
187.1334405	278.1520753	22.63457031	21.86617006	21.53802239	22.07296693	22.79300131	21.85023167	22.454395	22.43608929	22.47729275	20.20577231	22.50394905	20.80525279
187.1335055	30.02381492	20.83462386	20.9920042	20.76958602	19.03976297	20.40333969	20.06792198	20.50361182	20.46495398	20.36752529	19.62570802	20.05649347	17.78073111
187.9598615	278.0865103	25.99967732	26.6620047	25.5452697	25.76728065	25.74682947	25.84226175	25.47792369	25.57640251	25.20997647	24.52472861	25.65112238	25.63138206
187.9839198	132.0286934	22.34747688	21.86523579	22.95031934	22.85015344	23.30347119	24.80478601	21.97960416	19.40734616	20.34080198	21.90301541	19.79147784	21.05793338
188.0010782	123.4676608	27.03452364	28.0157771	26.08559664	27.57185365	26.86877325	27.11924286	25.80870689	26.96942948	26.04593846	24.90542507	26.10270355	26.00842693
188.0712744	94.70041252	29.33103924	29.62219503	28.57710593	29.09130655	27.99427016	29.24964005	29.1622082	29.5846111	29.1153457	28.19406728	29.09590265	28.21461901
188.1304173	270.4335978	23.50839766	24.83757147	23.46170465	21.39662152	23.07715693	23.48294251	0	0	21.20824939	21.33546385	0	22.62762805
188.4579262	183.1114814	25.79118882	26.62266099	25.78553638	23.08220456	25.69507174	26.56592866	24.93804079	25.5153978	25.2003788	24.39360822	24.04932705	23.87321608
188.9790819	159.9069031	26.79942642	27.27616079	26.14533763	25.80045738	25.58270521	26.91039886	25.31780096	26.51969389	24.95107217	25.42431332	25.68198173	25.52442637
189.0744983	91.89730552	26.66940233	27.46564206	26.14310161	26.45041551	26.8601296	26.6564471	26.48728629	27.03336907	25.98003466	25.78658483	25.90762502	26.46074423
189.1240004	124.2690176	23.89377079	23.58310547	24.93367708	23.95672166	21.74639309	25.70294483	25.8612771	25.26941711	24.42852755	22.79769819	23.53276103	0
189.1352384	161.7850621	26.12632458	27.0928382	26.92987711	24.94649676	24.81546915	26.79771446	26.25814189	25.92215931	25.3421622	25.33375832	24.11586936	24.98301591
189.1603421	184.1148817	22.57292849	24.24622467	22.6039144	20.85080758	24.01539639	24.1469356	23.50348564	21.42514689	23.63526512	22.91566824	19.59756028	21.41064384
189.8888317	80.44217364	23.04538607	23.8522527	22.60841874	23.22058778	22.83125796	23.31762996	22.46347051	23.27272755	22.48903295	22.61284106	23.41437138	22.82213076
190.1191595	131.0298339	20.40956143	24.0482369	0	0	21.38151461	24.12390387	23.32595076	18.90971974	21.77666874	23.32918315	0	18.31745289
190.9126476	96.87602124	22.37201577	22.74961045	21.93834248	21.50760418	24.52576814	23.00254101	23.83121813	21.98357343	24.10636997	17.44348915	23.67995653	23.16355734
190.9675324	201.0887022	25.41984749	26.22727133	24.88633807	25.0901875	24.60640231	25.3518707	24.3415505	25.33163651	24.07835504	24.1504592	24.61695587	24.45567125
190.9936832	263.8962804	25.90192707	27.2757575	26.01203201	26.11357076	25.65059229	26.6680673	25.78884677	26.11260798	25.66520173	24.90747551	25.65670739	25.4298794
191.001874	180.3836106	26.65542617	27.44996741	26.29277666	26.07469512	25.84065907	26.37885027	25.32099703	25.79050349	25.16844762	25.1888882	26.11927572	25.05926997
191.0409226	127.0207024	25.45917282	25.36192794	24.97074129	23.16292615	24.99060209	26.51517899	24.44079926	24.65018454	24.51592612	23.75081524	23.67850592	24.44943551
191.1059107	273.8868256	24.58103772	25.30086513	24.71181118	24.00089683	24.24345113	23.74313526	23.30087702	23.89027697	23.20637853	23.03845235	23.69795846	23.79066502
191.1436564	278.8504025	20.57505778	0	19.71197272	17.908018	18.72782583	0	0	20.68132815	18.88429994	20.50927346	20.85758394	22.07288177
191.1647332	266.8108779	24.25648126	0	20.44725792	21.00591623	23.15034364	0	23.78809286	22.79290335	23.00792225	21.73164501	23.44492096	23.0925495
191.9627438	239.3292396	23.72226909	25.56417542	23.85578134	23.43460119	0	24.15522029	21.13986332	24.04067361	21.41314227	23.74632744	0	0
192.0249769	115.3513599	25.97549224	28.14303056	26.27497662	26.10363694	26.35548337	26.46688575	25.98110951	25.79587542	25.45494194	25.46480605	0	26.0227487
192.0661488	102.3409357	22.9685749	27.24533985	20.70992702	24.25843357	0	25.01883314	25.37405091	22.06313356	21.26896458	21.15532976	0	24.77693396
192.1105132	28.63607689	21.0501383	23.43745579	21.97196059	22.77096155	22.62955222	22.27359781	21.92763051	21.60293172	21.88858965	21.29548566	21.88445164	21.2038972
192.1388406	203.4205506	26.19206203	26.74091639	25.32612629	22.44709835	26.07770808	25.89597855	26.39013482	24.38651941	26.03211548	24.03901561	25.05397832	25.71899665
192.1601061	75.69537108	28.2568512	26.75390394	24.83402574	25.81460379	25.23063359	24.88080251	24.77653953	25.51773462	24.68526615	24.20973917	24.69621229	24.47125073
192.9646168	231.6102869	23.29873104	25.00640484	24.14578905	24.52040898	0	24.91772367	23.11248879	24.17890605	22.54079492	22.68314385	23.52539815	20.96559519
193.0070143	167.9951906	27.708197	28.46303932	27.58981385	27.60203979	27.19627486	27.66412391	26.8068184	27.62216907	26.65294966	26.51065522	26.93114301	26.99052372
193.0853546	62.71558095	19.48290331	21.93692685	21.32232152	20.52743864	21.09950583	18.83518754	21.23204487	20.92646949	19.95104093	20.74804474	20.29099344	20.08203724
193.0864879	280.847587	21.41314706	17.92970151	21.16308358	19.0753342	22.40185398	21.07337285	20.36947504	19.72783109	20.52792356	18.5779268	20.74582236	15.67370981
193.1230532	29.28146086	23.02382164	24.91695105	23.33743732	24.45876686	24.15323892	23.7240194	23.47114419	23.70368018	23.12710701	22.68023855	23.13214184	23.20720028
193.1318488	89.32903534	27.44552787	27.97921039	26.60088905	26.39297378	26.61159346	27.02288831	26.34980169	26.82200297	26.25908333	25.57561336	26.58468932	26.47081472
193.1440622	268.1223351	23.70069523	24.46225992	22.47682135	23.61281644	23.90700953	23.04650225	23.63796118	23.45950366	23.30485289	22.19590819	23.81897195	23.94426654
193.1593298	273.3028458	23.62716032	24.76003308	22.43063895	23.2595504	23.39908055	23.88190195	23.35189229	23.54512794	22.99127687	22.45781854	23.2233952	23.2608556
193.9306952	161.5490191	28.39722873	29.46191585	28.56084627	27.01739804	28.38397427	29.17766483	28.04201776	27.98798708	27.75807455	26.95540092	27.16275572	27.72741069
193.9897384	184.2525357	28.09202864	28.76103761	26.98437641	27.23102451	26.70131269	27.91194533	26.94966138	27.02612188	27.12033237	26.0728165	27.39416391	27.00352866
193.9897998	176.3964188	27.22045908	27.9380722	26.6682018	26.68411758	26.70664365	27.11796967	26.22005392	26.71663314	26.25338281	25.5986028	26.73487636	26.47433858
193.9996275	179.6303838	23.42549746	26.62895292	25.4301548	25.18015264	25.43650065	25.38426143	24.87891696	25.84720416	24.7860108	24.02985333	25.29282525	24.61959136
194.0074823	66.4033267	23.51782542	25.42672253	23.01560239	23.13610677	21.62054125	23.13347547	24.97567524	24.38479762	22.56881082	22.10456757	21.17055147	21.36939726
194.0226885	129.5109864	22.42480657	24.92876452	22.75024926	20.24572984	23.04753337	23.12366364	20.99650447	19.73995554	18.09202061	16.89541154	0	19.88727878
194.1181845	206.2529331	27.30021566	28.49584025	26.60505196	26.40906075	27.21159126	26.27844071	26.70405168	26.49204842	24.06730018	24.79076065	25.92634051	23.83690867
194.1263143	29.00120658	17.47106593	19.587329	18.20505787	19.48470632	20.5261722	20.05910512	20.08557778	19.63748828	17.93244599	18.77768481	17.6056003	19.19408526
194.1351929	68.02079867	21.37773614	21.75540532	20.3038504	20.35730986	21.38951832	22.12621126	21.79646683	21.37167807	20.3375362	19.73372399	20.85214079	21.50791023
195.0770798	29.64727575	17.12784726	21.20587418	0	21.31010521	18.65318283	19.17750933	17.36752157	17.10536647	0	15.96500642	0	0
195.0883081	266.8155928	24.72069614	26.28968488	25.62830993	24.32610093	24.66317924	26.15708483	25.21297541	26.04587235	24.61986719	23.1450501	24.65179506	25.57678384
195.0883327	33.78745613	26.04937059	21.92710012	22.90489276	25.29459302	25.54923217	23.22678924	22.48659562	24.25898596	23.85816033	12.77553069	23.17551827	13.49108625
195.1022114	255.9572384	25.35423808	24.8426746	23.9480057	23.73793269	23.46188841	25.7802911	23.1017578	25.19035458	23.92654999	23.567829	23.40032189	24.79111646
195.1025352	34.39695016	22.36170046	23.80030148	22.70921293	22.96619638	23.05051505	22.41332192	22.30315762	22.41401637	22.33149352	21.51012314	22.32019755	22.23937784
195.1233601	153.293029	27.21917385	27.31376966	26.45863161	26.29510596	26.68283111	26.95232053	26.18907962	26.35976196	25.99143791	25.24583797	26.63970772	26.58348191
195.1386458	266.7986257	25.68273068	26.5683084	25.29575997	25.07006856	24.90272352	25.79384746	24.84836484	25.64144101	24.44538121	24.37604004	25.10464744	24.65896483
195.1387006	29.87008781	21.2168021	23.29583222	21.67866728	23.2989845	22.90928311	22.13029324	22.29870307	22.22714624	21.67353889	21.08330067	21.83986711	21.61683057
195.1750039	268.0405835	24.59289358	24.85937908	23.67250601	23.91918521	23.69811723	24.36070007	23.68440786	23.87378571	23.09446296	23.0269277	23.73007106	23.52205466
195.9941288	168.0201942	30.25477224	31.07486402	29.73422054	29.79469274	29.61790976	30.18035077	29.25989545	29.75844658	29.00749199	28.58006681	29.64947108	29.35430583
196.0174224	162.2615166	29.1760157	29.98428912	28.730698	28.68920909	28.13832752	29.19100066	27.83245257	28.6697612	27.64649617	27.55313864	28.22763588	27.88804216
196.126751	278.903062	18.84944298	16.83321892	0	20.44525187	21.19057121	0	19.14950727	19.30873796	19.04881175	18.23606682	20.15294721	15.45469407
196.1338032	275.1711071	24.22419067	24.29287829	23.22190961	23.74484917	23.55927635	24.05941063	23.10833647	23.68346463	23.10392876	22.72284462	23.85005285	23.18518506
196.133846	90.85040778	23.03645551	23.28955991	21.99729251	21.72919083	21.82625398	23.74621859	21.95908007	22.10162393	21.81295912	21.50714525	24.28291413	22.19420136
196.4925195	163.0054254	24.18510821	23.75014873	23.28430461	21.90889637	21.71620932	23.55634746	24.02442528	18.59774522	21.18911788	18.2845233	21.65501043	20.17744196
196.8657311	71.70945905	31.10168919	32.07502738	30.83387306	30.61713852	30.64159525	31.36135098	31.22812405	30.92574601	30.19467259	29.72767027	30.56700183	30.4232057
196.9943533	161.7672123	24.65976197	25.23508351	26.1118848	25.42507852	0	24.39556289	26.50669524	0	23.71517608	0	24.36836206	25.51731301
197.0015333	172.1140859	24.85236109	25.03114511	24.64978364	24.86377005	23.26395411	24.74299171	22.70191045	22.75093666	24.53259025	24.10312717	21.44475298	23.13517002
197.0329945	168.7796694	0	25.95912401	22.8122139	22.52059005	25.32608642	24.18826512	22.72402466	22.82278817	25.28204602	22.37371884	23.54113332	22.22408284
197.0418733	115.9066263	22.60970592	24.50483075	23.15757812	21.90523181	24.17465613	23.32605527	22.25270995	23.21710724	23.71516555	22.26895587	0	21.16773555
197.0946303	33.75847705	19.63305758	21.30043187	17.49622913	20.16538167	20.81294018	20.40836904	19.92208779	19.98982827	20.86278772	17.69923981	20.83320946	19.660565
197.101597	163.6057908	22.12742095	21.83338047	24.15638871	20.7183506	20.98672306	23.01100889	22.55103044	23.33415079	22.05491818	21.08873104	20.76470153	22.94004472
197.1178941	29.32805225	22.43872342	24.44094927	22.95382442	23.66376729	23.71040526	23.25561595	22.94001916	23.07947044	22.69966052	21.97451964	22.7628149	22.81741245
197.1543044	268.6963473	25.24525172	25.90728756	24.62940905	24.52211319	24.71245891	24.94070466	24.39795461	24.71686275	24.08820951	23.65192955	24.74990488	24.37044733
197.165639	28.54546155	21.913824	24.64953265	22.45792023	24.3679833	24.57023149	23.71656193	23.76839431	23.96509524	22.60711784	22.83021565	22.90129795	23.30177512
197.4633852	181.1032068	25.388992	25.74298362	26.25762086	22.85141699	23.97769855	24.61185166	24.00728289	21.55551436	24.1984749	23.0305084	21.80011047	23.88414738
197.9929067	258.5996853	24.82269989	25.43131023	24.47575241	24.60971742	24.14162085	25.14403873	24.05541674	24.4241014	23.72775468	23.06245534	24.04087573	23.72168142
198.0856108	134.1729255	23.13864056	25.28474016	23.93646475	23.48316608	23.56717288	25.00431004	23.86865422	23.21096577	23.7770786	23.10562562	22.66873316	23.34659667
198.0983755	255.7647279	26.56572044	28.77896227	26.89946537	25.02499745	26.24401813	26.66762981	26.21596389	25.90989259	26.66740105	25.58592178	26.90117941	26.99619456
198.098389	34.46211996	26.12395797	27.23900888	24.99435651	25.22491012	26.11680202	27.03353671	25.70727917	25.65804506	26.06194877	24.31885867	26.33025497	25.26117004
198.1284101	41.51185154	19.6154637	15.11261172	12.75906055	19.47452225	16.46424714	18.09483008	17.18242548	20.26960529	12.00663832	16.00305774	17.0323733	19.29083677
198.1285808	277.7540286	21.46672102	21.31617886	21.20828665	21.14315562	20.76666122	20.44046105	21.388974	22.45960555	18.78918035	20.2178847	20.52676428	20.55084532
198.1496575	32.64676827	19.32410056	20.59744999	20.89733584	20.48898248	20.56002507	19.50993498	20.71000951	20.67020828	21.40752881	18.63076564	20.52713179	20.1189586
198.1688205	33.17761026	0	19.36458985	21.41742787	20.88040955	23.68720892	18.03134595	22.7121219	20.28121176	19.48491705	18.97323626	20.01783836	18.79277505
198.1859497	279.2929969	20.20423258	21.4377681	20.70585909	21.2845814	22.5816311	19.64390326	21.66104761	22.81320322	21.76407451	19.61928945	21.53710287	22.30775995
198.8627504	71.7113105	31.07521444	32.07469223	30.82490396	30.60407031	30.62137078	31.34625158	30.22641418	30.90443256	30.18215766	29.72034348	30.54725555	30.40903926
199.0008629	199.8746858	25.600108	26.28072177	25.03960696	24.74867265	25.266305	25.88189025	25.12544143	24.57879162	24.50280039	24.0999926	24.83261963	24.92299604
199.0736115	29.22566615	20.33045102	22.29210316	20.89494089	20.51691772	19.57996372	20.99243236	23.59797894	20.46403379	19.12991189	19.5338003	19.33709025	19.73690557
199.0963453	36.46372281	21.83111655	23.4159882	21.96043493	22.4319451	22.16084692	22.33244775	22.10961885	21.83487123	21.67253378	21.03310209	21.76006558	21.89477574
199.1017144	34.02584319	21.66113164	22.89021349	21.36076537	20.45603631	21.84595001	23.09411851	22.1309238	20.7851941	22.01159389	20.63354354	22.01476128	20.95910888
199.133615	28.908191	22.29999404	24.0655562	22.78795512	23.14846246	23.17689332	22.975964	22.60441334	22.72744518	22.47346666	21.86914616	22.45882479	22.6154867
199.1560026	66.65584033	22.99689816	24.20061841	22.49091861	22.52677211	23.05261045	22.80558731	23.29245634	22.54123468	22.52497791	21.56859923	22.14219012	22.76970151
199.1699049	247.9997505	27.2600245	27.38613113	25.47535782	24.97027988	25.11485384	25.54740581	24.61028613	25.36334258	25.1165325	24.73256604	25.18341984	24.933241
199.1810532	212.4856404	28.94154346	28.42777398	28.01425406	28.00912099	27.49400733	28.36671323	28.10977397	28.70542108	26.3661366	26.1405742	26.07965388	27.03239934
199.9178719	79.63370036	24.59065719	25.13484694	23.85719915	24.15094516	23.82965518	24.23596877	23.58843015	24.49016212	23.69659821	23.56878785	23.78282272	23.96856169
199.9759722	193.5328547	26.25811856	27.20733475	25.65898809	25.4853181	26.80367961	26.17841842	26.3244115	25.72889855	26.29870951	24.71694839	27.26749458	26.61628202
199.9885029	266.4010796	28.47648421	29.84590306	27.94895556	29.13172491	27.86390728	28.36377238	27.59709507	28.02283944	27.23601939	27.4633918	27.67836876	28.29760117
200.0214124	192.0986544	23.24554914	24.91686954	21.86595366	17.54785417	25.11303248	0	25.03138398	0	24.8524444	21.93833368	24.77292149	25.15219747
200.0369914	95.82884045	24.38174185	26.51681206	23.33867766	26.00589061	26.43235753	25.72202926	23.87212405	26.1279325	25.60783063	24.29567243	26.454635	24.7898151
200.0690798	117.3128239	28.84530019	29.42471689	28.6803321	28.2892721	27.92632255	28.25289231	27.43266088	27.40638456	28.30839903	26.32389326	27.52753483	27.39034812
200.1287603	56.07442125	0	20.18217119	19.88140562	19.26076962	20.21820347	0	18.84520055	25.96693764	18.39448179	24.64324992	20.28554786	19.4708989
200.1843478	265.5612293	24.26557458	25.86253641	24.23641388	24.36178676	24.09081152	24.84942315	23.99515715	24.79686437	23.39847614	23.49670018	24.3492412	23.47695407
200.8598494	71.89406645	29.37328883	30.30909814	29.13815919	28.91547703	28.92991252	29.60775555	28.56467289	29.19616203	28.54594856	28.08563729	28.86904215	28.73836785
200.9730049	238.0114006	27.51159426	28.26735248	26.94371328	27.06261842	26.78211198	27.42013227	26.54239199	27.03269382	26.41802211	25.88934018	26.98866485	26.63920617
200.9964085	159.7997012	30.12411506	30.91847455	29.54319715	29.58501077	29.51000791	30.0034559	29.09884417	29.55711473	28.94163657	28.40513734	29.61427634	29.24101811
201.0089336	276.5515752	22.19867771	22.55887118	21.22089747	23.68056966	23.41169434	22.00246178	22.69217941	22.42249659	22.8582875	20.63269683	23.28470179	23.12691438
201.0728581	98.28705577	24.20871822	24.26610709	23.69052116	23.84116636	23.46352048	24.03578149	24.7600957	24.12145466	24.26009379	20.68680571	23.70368556	23.36481572
201.1103827	84.74727181	23.8306264	23.59737816	22.83969118	22.77236846	24.42060958	19.11037103	22.15715484	21.96787125	22.96836486	22.42940684	23.97094917	23.25739366
201.1127655	276.5506185	25.16406266	26.14665445	25.0378635	24.86872714	24.49504406	25.17275052	24.55073766	24.50966858	24.54592579	23.69115066	24.5062571	24.50993782
201.1240359	275.3432309	23.82084258	23.46816756	18.46008883	18.78952164	21.35644589	20.65968796	21.94025626	22.68250389	19.68578456	21.48507486	22.58475668	21.20249281
201.1491736	278.8760765	22.66036201	0	20.3279238	19.95329969	21.55843979	22.08353702	21.83951293	22.3356929	20.22240916	19.35306936	22.6162041	21.84732428
201.9148795	79.43931032	20.74724241	21.60459004	20.43501295	21.86695248	20.87974461	22.58701272	20.92563152	21.79942745	21.18532473	20.94174572	21.31743379	21.33763704
201.9916027	197.2637697	25.54239279	26.40287096	24.97132284	24.97157127	24.75206353	25.32397855	25.50079768	25.47885891	24.77262514	24.44014829	25.96592474	24.90337065
201.9996285	194.5320411	25.21128238	25.02631371	24.96349171	25.29611858	24.72850222	25.35285319	24.01365417	23.95160706	24.27800912	23.55504028	22.94977184	24.14216589
202.0167601	173.2048066	28.53154231	29.31915292	27.7310092	27.76819453	29.0084659	28.34699223	28.56701611	28.1139261	28.39687287	26.7857094	29.05116308	28.76295542
202.0537888	31.20993624	27.10973148	30.18837869	28.41758761	28.71691259	30.82687502	28.96210459	28.06542325	27.59801479	28.71643215	26.16816813	27.02924855	27.07920983
202.0671846	117.0542916	23.4547901	22.35827019	23.41654868	23.31735069	24.82508143	23.29520307	23.71560925	21.72002721	23.14225265	23.21418902	23.20131769	25.46623757
202.1443646	76.10937356	24.94370404	23.0925333	22.35026667	22.42147366	0	24.41170713	25.01668438	24.02827056	22.23420718	22.1376141	22.20431346	25.54496084
202.1808248	81.90558351	23.01815006	21.55195343	21.29789252	20.83392236	24.05780381	20.189784	21.62471799	0	20.76640685	19.25888759	22.05736981	20.92201387
202.5098041	178.3202386	25.17628303	25.18873914	24.05439874	24.89828019	23.35830414	24.36569509	22.64180884	24.15874369	22.48588765	23.69427165	22.8000127	22.32317584
202.8569218	71.92133233	25.86921138	26.71302885	25.66714739	25.49591694	25.49487391	26.10417752	25.1641539	25.76242536	25.16620807	24.74972018	25.4416392	25.35708143
202.9717353	276.9709174	21.97000502	23.49024402	20.75495043	22.17073423	20.04457821	20.99712931	21.1028715	22.52191313	21.20780137	21.27640984	0	20.778505
203.0224393	128.4273585	27.73778514	28.33979972	27.17541402	27.24275239	27.13518925	27.72371738	26.63502515	27.27067229	26.30590787	26.1104615	26.89888205	26.64360713
203.0542032	49.76233343	25.81617503	27.53442113	26.66248102	25.40099287	26.84075519	25.96468342	25.19311867	25.65620623	25.61057587	24.82675955	25.28946589	25.97316291
203.1069602	265.2865559	25.31795878	25.89441072	24.345224	24.37256853	24.25550164	25.24196912	24.24458154	25.10020987	23.72943183	23.13972708	24.34165261	23.90215663
203.1398203	107.6514697	22.64161967	21.653836	22.08750537	23.44856414	21.73839362	22.01894791	21.31745889	23.50050767	0	20.81560225	22.93579064	23.59352461
203.1508907	166.6320447	26.04094066	27.27729922	25.97436952	25.14519975	25.9867041	27.61241016	25.9818786	26.01439225	26.07735121	25.57033933	24.98476283	25.58796038
204.0208942	113.2907331	25.63722769	27.28467238	26.20217989	26.22635705	25.24432658	26.49459997	24.53462753	25.67123945	25.10492333	24.05767913	26.0910756	24.73701135
204.0499195	26.41497451	22.22510174	25.21754857	23.78782799	23.38499533	24.73373223	24.18028854	22.9084451	22.35283486	21.62524203	21.17659657	0	0
204.0571169	51.70901522	18.5218885	21.1807022	19.82669813	20.56363262	0	19.25168198	0	22.86482731	19.1885218	18.41265855	0	22.70374741
204.1237983	111.3594364	29.36522783	31.86979098	29.64070431	29.25282137	28.29778396	29.18780953	27.43791597	28.68827444	27.04347684	27.44869701	29.09043309	26.48051113
204.9673686	271.743484	26.53501793	27.72683729	26.03753967	26.60905215	26.60142642	26.99164422	26.35442629	26.62148274	26.01223397	25.49908869	26.12188346	26.5060984
205.0177866	128.2551268	32.79996063	33.74911499	32.26981933	32.18309684	31.90434477	32.83772851	31.51613469	32.32391611	31.17679738	31.00045483	31.79639405	31.54201096
205.045784	95.41817276	21.52820605	24.42005168	0	20.90825483	21.93416007	24.61651087	22.40018057	21.80671815	22.71599479	20.52430726	22.23167008	0
205.0827804	123.228173	22.05169456	0	0	0	0	21.93627851	0	24.67007361	23.4763558	22.69477679	21.85429599	23.82558765
205.0865386	243.2342875	25.16183338	26.69943676	25.39400671	24.17730873	24.8264281	25.71246362	24.48480597	25.48539838	23.93843318	24.06170426	24.49264921	24.43108826
205.097842	94.10988533	30.22396531	31.3833455	30.02156359	30.14188633	29.80573084	30.61566291	29.60337898	30.88421512	29.05229444	29.20641107	30.23257979	28.02418678
205.1270781	113.5023047	25.09240064	27.00509261	24.37745418	25.84651401	25.34625072	27.0181453	25.08416907	26.06646517	24.14429851	23.47263619	24.17002458	22.61471585
205.1442247	28.48302305	22.57990892	24.6798195	0	23.66674785	21.89556179	22.65269418	22.51602508	23.18235046	21.59494976	21.68632327	22.61378311	21.56463819
206.0211732	129.2219426	28.43220094	29.19854096	27.90933268	27.87414454	27.62631599	28.48047357	27.41404953	28.0928217	26.94701532	26.87303419	27.46147066	27.39787765
206.0674298	247.4702004	25.32836621	26.21049621	24.27275296	24.24246111	23.82050187	25.10240001	23.48453176	24.42351201	23.80971013	23.87408958	24.37570338	23.26792733
206.1011664	95.05539262	27.39635106	27.93186606	27.05998049	26.63656017	27.30861248	27.61411631	27.25304224	27.25401465	27.12698161	26.11052618	26.85496274	27.32963414
206.8211866	80.29946876	19.45171547	0	17.9507453	19.52742797	0	18.85384165	20.07002097	19.92459158	21.13405563	0	16.67660826	0
206.8945998	67.58969038	31.39033652	32.35996139	30.93915712	30.84637428	30.68772894	32.45254501	30.31532319	31.07918691	30.1880817	29.8883527	30.72330499	30.4644941
207.0181927	139.86651	29.90517662	30.74031807	29.3599445	29.34004261	29.00565563	29.92636264	28.7225733	29.3550099	28.39142679	28.17621256	29.05486379	28.70483808
207.0320489	227.3369291	24.79408364	24.67767362	23.94291659	23.72045169	25.76150356	23.57917748	25.74465779	24.64440655	25.697793	22.71791752	26.18924813	25.74523623
207.1026085	78.19878878	23.72140759	25.57717628	24.45360544	25.84109767	23.52019965	23.57961267	21.14316474	25.06917307	24.31537435	24.27298875	24.43711867	24.84180239
207.1110851	82.45388076	26.1224639	28.1573139	25.63699271	25.94757913	25.76269506	26.23587147	26.94416742	26.86726832	25.15110784	25.64422325	25.8084997	26.25165143
207.1386078	33.91187154	24.53787783	23.47612968	21.94942561	22.4277622	22.79384517	22.28550305	20.78298664	22.23227427	21.39500658	21.32758274	21.91718128	21.84824079
207.1596667	214.9438034	23.57636708	24.47206545	23.81168673	24.55686469	24.72322257	24.16548462	24.33861819	24.2464857	24.33673065	22.78139963	24.80858842	24.20923125
207.1597209	30.6391564	22.36735791	22.65959942	22.42631242	21.66909611	21.51302995	22.56565285	21.49071247	21.22963597	21.02537415	20.54459133	21.50637303	21.5866427
207.1749889	271.4991757	22.67639874	23.3938858	22.76348469	21.02221469	22.94705322	21.74201974	21.38602974	22.96217283	21.69685583	21.82168646	22.75893137	22.6114249
207.8978184	68.83212929	24.46488115	25.73489066	24.57038016	23.6214818	23.58543133	24.50708514	23.53811004	23.97972463	23.80281465	23.37954994	23.57744568	23.38687611
207.9988483	117.1956752	22.06129942	24.39218541	24.18481594	23.67222255	21.43405845	0	22.05130797	20.17480177	24.76839082	0	24.49472221	20.73672399
208.0215249	151.5044239	25.62953114	26.40279317	25.74475374	25.57009142	24.17751828	0	24.00289579	25.71439914	22.69863431	24.88341791	25.00809225	25.60387503
